ID,EnglishNames,Countries,CountryCode,Endangerment,No,Latitude,Longitude
320,Wapishana (Guyana),Guyana,GUY,Vulnerable,7000,2.3065,-59.6997
1739,Yulu,"Central African Republic, Democratic Republic of the Congo, Sudan","CAF, ZAI, SDN",Vulnerable,7000,8.3854,24.1754
2438,Zhaba,China,CHN,Vulnerable,7000,31.4,100.4734
1828,Sakapultek,Guatemala,GTM,Definitely endangered,6973,14.9752,-91.0527
1677,Chara,Ethiopia,ETH,Vulnerable,6932,6.479,36.3647
2339,Kosraean,"Micronesia (Federated States of), Nauru","FSM, NRU",Severely endangered,6900,5.322,162.9904
1902,Waunana (Panama),Panama,PAN,Severely endangered,6882,8.2984,-78.1018
694,San Francisco del Mar Huave,Mexico,MEX,Critically endangered,6874,16.3333,-94.5166
692,Northern East Cree,Canada,CAN,Vulnerable,6870,53.6916,-78.8011
1317,Micmac (Canada),Canada,CAN,Vulnerable,6850,45.9646,-60.6172
2720,Northern Tepehuán,Mexico,MEX,Definitely endangered,6802,26.4258,-107.2683
1087,Miju,"China, India","CHN, IND",Vulnerable,6700,28.1155,96.2896
879,Rio Grande Keresan,United States of America,USA,Definitely endangered,6685,35.5147,-106.3655
1281,Western Mazatec,Mexico,MEX,Vulnerable,6639,18.1351,-96.9057
1676,Bussa,Ethiopia,ETH,Vulnerable,6624,5.7225,37.1406
1694,Beli,Sudan,SDN,Definitely endangered,6600,6.4736,29.2675
2444,Chesu,China,CHN,Definitely endangered,6600,24.4211,102.0459
57,Thuri,Sudan,SDN,Vulnerable,6600,8.4397,25.4333
1053,Karata,Russian Federation,RUS,Definitely endangered,6574,42.5874,46.3348
2375,Saulteau,Canada,CAN,Vulnerable,6558,50.5573,-98.6562
1166,Kumāle,Nepal,NPL,Severely endangered,6533,27.788,84.548
929,Lower Northwestern Otomí,Mexico,MEX,Vulnerable,6509,20.1865,-100.1469
83,Dimme,Ethiopia,ETH,Vulnerable,6501,5.9548,36.2988
585,Chiquitano (Bolivia),Bolivia (Plurinational State of),BOL,Definitely endangered,6500,-16.5835,-61.6113
1729,Tumtum,Sudan,SDN,Severely endangered,6500,10.477,30.4321
1042,Bezhta,Russian Federation,RUS,Definitely endangered,6461,42.1369,46.1508
1115,Thakali,Nepal,NPL,Vulnerable,6441,28.7146,83.6478
74,Dongotono,Sudan,SDN,Vulnerable,6219,4.965,35.321
1763,Mawé,Brazil,BRA,Vulnerable,6219,-3.8642,-56.7773
498,Shor,Russian Federation,RUS,Severely endangered,6210,53.0544,87.7478
992,Central Tlapanec,Mexico,MEX,Vulnerable,6191,17.2624,-98.7482
2366,Oji-Cree,Canada,CAN,Vulnerable,6110,53.8141,-94.8977
65,Keiga,Sudan,SDN,Severely endangered,6072,11.3184,29.696
2271,Ampibabo Lauje,Indonesia,IDN,Vulnerable,6000,0.3295,120.1904
1631,Cashinahua (Brazil),Brazil,BRA,Vulnerable,6000,-9.2603,-71.5304
32,Geji cluster,Nigeria,NGA,Severely endangered,6000,10.196,9.5581
1879,Mbya Guarani (Brazil),Brazil,BRA,Vulnerable,6000,-30.1451,-50.625
1010,Moklen,"Myanmar, Thailand","MMR, THA",Definitely endangered,6000,8.1953,98.3036
2624,Nauruan,Nauru,NRU,Severely endangered,6000,-0.53,166.9221
1818,Nheengatu / Yeral (Brazil),Brazil,BRA,Severely endangered,6000,-0.4833,-67.0166
2299,Parachi,Afghanistan,AFG,Definitely endangered,6000,34.4658,68.637
1014,Quechua of San Martín,Peru,PER,Severely endangered,6000,-6.5336,-76.4428
1293,Sawkna,Libyan Arab Jamahiriya,LBY,Critically endangered,6000,27.252,17.7539
1100,Sulung,"China, India","CHN, IND",Definitely endangered,6000,27.839,92.8784
1060,Tindi,Russian Federation,RUS,Definitely endangered,6000,42.466,46.1453
785,Western Apache,United States of America,USA,Definitely endangered,6000,33.2563,-110.4637
323,Yanomami (Brazil),Brazil,BRA,Vulnerable,6000,3.0746,-63.457
1460,Yazgulami,Tajikistan,TJK,Severely endangered,6000,38.1982,71.4276
432,Chantyal,Nepal,NPL,Definitely endangered,5912,28.4493,83.4054
2341,Mortlockese,Micronesia (Federated States of),FSM,Definitely endangered,5904,5.5811,153.5668
1767,Baníwa do Içana,"Brazil, Colombia, Venezuela (Bolivarian Republic of)","BRA, COL, VEN",Vulnerable,5811,1.2743,-68.291
285,"Akawaio (Guyana, Venezuela)","Guyana, Venezuela (Bolivarian Republic of)","GUY, VEN",Definitely endangered,5800,5.3753,-60.5126
1039,Akhvakh,Russian Federation,RUS,Definitely endangered,5793,42.472,46.3238
420,Veps,Russian Federation,RUS,Severely endangered,5753,60.3269,34.8046
2372,Qikiqtaaluk nigiani,Canada,CAN,Vulnerable,5740,63.7577,-68.5178
1829,Sipakapense,Guatemala,GTM,Definitely endangered,5687,15.2121,-91.6335
1871,Bribri (Costa Rica),Costa Rica,CRI,Vulnerable,5647,9.5596,-83.3073
1301,Bainouk-Gunyaamolo,Senegal,SEN,Vulnerable,5635,12.7421,-16.1141
1305,Kwatay,Senegal,SEN,Severely endangered,5625,12.4204,-16.7596
2248,Baheng (Viet Nam),Viet Nam,VNM,Vulnerable,5569,22.8166,106.35
909,Central Zoque,Mexico,MEX,Definitely endangered,5500,17.0965,-93.2095
1605,Dameli,Pakistan,PAK,Severely endangered,5500,35.578,71.8684
1138,Sak (Bangladesh),Bangladesh,BGD,Severely endangered,5500,21.5041,92.2055
1603,Yidgha,Pakistan,PAK,Definitely endangered,5500,36.0024,71.6006
1486,Southeastern Tarahumara,Mexico,MEX,Vulnerable,5406,26.0891,-106.9645
634,Chimané,Bolivia (Plurinational State of),BOL,Vulnerable,5300,-15.2629,-66.8518
73,Dilling,Sudan,SDN,Definitely endangered,5295,12.0178,29.663
851,San Dionisio del Mar Huave,Mexico,MEX,Definitely endangered,5165,16.3166,-94.75
72,Lafofa,Sudan,SDN,Severely endangered,5140,10.3716,30.6243
2220,Akeu,"Lao People's Democratic Republic, Myanmar, Thailand","LAO, MMR, THA",Definitely endangered,5000,21.5833,101.0166
2429,Anung (China),China,CHN,Critically endangered,5000,26.7368,98.7766
1040,Bagvalal,Russian Federation,RUS,Definitely endangered,5000,42.5247,46.192
1671,Bambassi,Ethiopia,ETH,Definitely endangered,5000,9.7469,34.7662
288,Barí,Colombia,COL,Vulnerable,5000,9.0261,-73.2678
1435,Bartangi,Tajikistan,TJK,Severely endangered,5000,38.048,71.8286
983,Bokar,"China, India","CHN, IND",Vulnerable,5000,28.8735,94.3807
444,Brokpa,Bhutan,BTN,Definitely endangered,5000,27.3766,91.9981
900,Creek,United States of America,USA,Definitely endangered,5000,35.6319,-95.9616
2002,Cubeo (Colombia),Colombia,COL,Vulnerable,5000,1.5,-70.5
450,Dagur (Hailar),China,CHN,Definitely endangered,5000,48.6111,119.7949
2524,Damal,Indonesia,IDN,Vulnerable,5000,-4.2806,137.0324
123,Dhaiso,United Republic of Tanzania,TZA,Definitely endangered,5000,-5.0745,38.4741
1206,Gorum,India,IND,Definitely endangered,5000,18.667,83.0346
1922,Guarayu,Bolivia (Plurinational State of),BOL,Definitely endangered,5000,-15.919,-62.8747
1597,Gutnish,Sweden,SWE,Definitely endangered,5000,57.3027,18.5284
870,Hopi,United States of America,USA,Vulnerable,5000,35.8721,-110.6205
30,Ilue,Nigeria,NGA,Critically endangered,5000,4.9185,8.2397
1962,Jibbali,Oman,OMN,Severely endangered,5000,18.0623,52.4267
1602,Kalasha,Pakistan,PAK,Severely endangered,5000,35.6684,71.7201
117,Kami,United Republic of Tanzania,TZA,Severely endangered,5000,-6.8937,37.1337
529,Kathu,China,CHN,Definitely endangered,5000,24.136,105.249
2068,Khojki,Oman,OMN,Severely endangered,5000,23.6193,58.5653
128,Khwe,Namibia,NAM,Definitely endangered,5000,-18.271,21.4892
1188,Kom,India,IND,Definitely endangered,5000,24.0414,93.6639
2183,Korandje,Algeria,DZA,Severely endangered,5000,29.4049,-3.2605
531,Lachi,Viet Nam,VNM,Definitely endangered,5000,22.5,104.1333
2426,Mak,China,CHN,Definitely endangered,5000,25.5532,107.3809
709,Manihiki,Cook Islands,COK,Definitely endangered,5000,-10.4,-161
388,Megleno-Romanian,"Greece, The former Yugoslav Republic of Macedonia","GRC, MKD",Severely endangered,5000,41.1042,22.2025
1094,Miji,India,IND,Definitely endangered,5000,27.3351,92.5735
2413,Mo'ang (China),China,CHN,Definitely endangered,5000,23.8421,103.9116
2243,Mo'ang (Viet Nam),Viet Nam,VNM,Definitely endangered,5000,22.7833,105.3666
1349,Molise Croatian,Italy,ITA,Severely endangered,5000,41.8787,14.7065
2454,Moroccan Judeo-Arabic (Morocco),Morocco,MAR,Severely endangered,5000,34.0435,-5.0097
2436,Namuyi,China,CHN,Vulnerable,5000,28.0727,101.9565
2313,Padoe,Indonesia,IDN,Vulnerable,5000,-2.6467,121.2615
307,Patamona (Guyana),Guyana,GUY,Vulnerable,5000,4.5873,-59.8095
1193,Pu,India,IND,Critically endangered,5000,8.2549,93.1022
310,Pume,Venezuela (Bolivarian Republic of),VEN,Definitely endangered,5000,6.7518,-68.247
1103,Singpho,India,IND,Definitely endangered,5000,27.5569,96.7456
1216,Turi,India,IND,Definitely endangered,5000,21.8411,87.2973
1063,Udi (Azerbaijan),Azerbaijan,AZE,Severely endangered,5000,41.0689,47.4609
1979,Yecuana (Venezuela),Venezuela (Bolivarian Republic of),VEN,Vulnerable,5000,4.8501,-64.5117
1125,Jirel,Nepal,NPL,Definitely endangered,4919,27.6419,86.2123
468,Dolgan,Russian Federation,RUS,Definitely endangered,4865,71.3851,97.3388
2057,Romani (Colombia),Colombia,COL,Vulnerable,4858,,
1160,Tsum,Nepal,NPL,Definitely endangered,4786,28.4723,85.008
993,Northern Tlapanec,Mexico,MEX,Vulnerable,4771,17.4203,-98.7814
2028,Taroko,China,CHN,Vulnerable,4750,24.0916,121.5218
151,Kivallirmiutut,Canada,CAN,Vulnerable,4675,61.0982,-94.1201
1283,Puebla Mazatec,Mexico,MEX,Vulnerable,4660,18.476,-96.8351
954,Zapotec of Petapa,Mexico,MEX,Definitely endangered,4613,16.8333,-95.1166
1086,Dungmali,Nepal,NPL,Definitely endangered,4609,27.1874,87.1902
1427,Saryg Yugur,China,CHN,Severely endangered,4600,39.2747,98.8439
2373,Qikiqtaaluk uannangani,Canada,CAN,Vulnerable,4550,69.3878,-81.615
1689,Afitti,Sudan,SDN,Severely endangered,4512,12.4419,30.7534
748,Nomatsiguenga,Peru,PER,Severely endangered,4500,-11.3292,-74.3664
308,Piapoko,"Colombia, Venezuela (Bolivarian Republic of)","COL, VEN",Definitely endangered,4500,4.0396,-68.0712
713,Tokelauan,Tokelau,TKL,Severely endangered,4500,-9.1699,-171.8206
2326,Wotu,Indonesia,IDN,Vulnerable,4500,-2.6303,120.888
1111,Wambule,Nepal,NPL,Vulnerable,4471,27.1746,86.4363
688,Southern East Cree,Canada,CAN,Vulnerable,4455,50.587,-73.6365
1673,Arbore,Ethiopia,ETH,Definitely endangered,4441,5.069,36.892
58,Ebang,Sudan,SDN,Severely endangered,4412,11.313,30.5886
1327,Tafi,Ghana,GHA,Vulnerable,4400,6.73,0.4421
1101,Puma,Nepal,NPL,Severely endangered,4310,26.9692,86.9004
1742,Gyele,"Cameroon, Equatorial Guinea","CMR, GNQ",Definitely endangered,4280,2.2241,9.8986
1744,Bwisi,"Congo, Gabon","COG, GAB",Definitely endangered,4248,-3.5572,11.4477
267,Eastern Montagnais,Canada,CAN,Vulnerable,4180,50.2136,-66.193
1545,Atikamekw,Canada,CAN,Vulnerable,4155,47.2104,-74.3827
906,Western Zoque,Mexico,MEX,Vulnerable,4100,16.9063,-91.7333
878,Acoma-Laguna,United States of America,USA,Definitely endangered,4000,34.8964,-107.5816
1097,Aka,"India, Sudan","IND, SDN",Definitely endangered,4000,27.1666,92.6312
1313,Baga Manduri,Guinea,GIN,Definitely endangered,4000,10.0986,-14.0405
13,Baga Sitemu,Guinea,GIN,Severely endangered,4000,10.1094,-14.1586
1044,Botlikh,Russian Federation,RUS,Definitely endangered,4000,42.6602,46.2222
1181,Bunan,India,IND,Definitely endangered,4000,32.7503,76.2451
749,Cashinahua (Peru),Peru,PER,Definitely endangered,4000,-10.3581,-71.5869
581,Cha'palaa,Ecuador,ECU,Definitely endangered,4000,0.9386,-79.0055
459,Evenki (Manchuria),China,CHN,Severely endangered,4000,50.34,123.43
523,Gazhuo,China,CHN,Definitely endangered,4000,24.0959,102.5463
1047,Godoberi,Russian Federation,RUS,Definitely endangered,4000,42.643,46.1027
670,"Kari'ña (Guyana, Suriname)","Guyana, Suriname","GUY, SUR",Severely endangered,4000,6.8828,-60.2929
2174,Lishan Didan (Israel),Israel,ISR,Severely endangered,4000,32.0383,34.7827
2233,Maleng,Lao People's Democratic Republic,LAO,Definitely endangered,4000,18.0166,105
2312,Napu,Indonesia,IDN,Vulnerable,4000,-1.2882,120.2536
2316,Rahambuu,Indonesia,IDN,Vulnerable,4000,-3.1898,121.0858
1127,Shingsaba,"China, Nepal","CHN, NPL",Vulnerable,4000,27.7163,87.4731
1431,Sinkiang Dagur,China,CHN,Definitely endangered,4000,46.7737,83.0017
1441,Taa,Botswana,BWA,Definitely endangered,4000,-24.1367,20.1049
54,Tennet,Sudan,SDN,Vulnerable,4000,4.8611,33.2226
1920,Wapishana (Brazil),Brazil,BRA,Definitely endangered,4000,2.8113,-61.2377
1908,Yagua,Peru,PER,Definitely endangered,4000,-3.3598,-72.3779
1932,Yanomám,Brazil,BRA,Vulnerable,4000,3.3818,-63.8085
1981,Yanomami (Venezuela),Venezuela (Bolivarian Republic of),VEN,Vulnerable,4000,2.5918,-64.7314
2404,Younuo Bunu,China,CHN,Definitely endangered,4000,25.1463,106.5405
717,Zenaga (Mauritania),Mauritania,MRT,Severely endangered,4000,17.3086,-13.0078
1551,Baghati,India,IND,Critically endangered,3976,31.194,77.0471
1552,Bharmauri,India,IND,Definitely endangered,3976,32.4912,76.8383
1832,Uspantek,Guatemala,GTM,Vulnerable,3971,15.3475,-90.8684
2196,Khang Quang Lam,Viet Nam,VNM,Severely endangered,3921,22.0333,102.6666
1323,Konni,Ghana,GHA,Vulnerable,3800,10.3311,-1.6973
1727,Tocho,Sudan,SDN,Severely endangered,3800,10.8764,30.1135
976,Mixtec of the Puebla-Oaxaca border,Mexico,MEX,Definitely endangered,3791,18.1333,-97.6833
1158,Nupri,Nepal,NPL,Definitely endangered,3776,28.6384,84.6079
1926,Ayoreo,Bolivia (Plurinational State of),BOL,Definitely endangered,3700,-18.719,-59.6228
543,Moyon,India,IND,Definitely endangered,3700,24.4171,94.378
2415,Utsat,China,CHN,Definitely endangered,3700,18.2727,109.3871
85,Nayi,Ethiopia,ETH,Vulnerable,3656,7.2698,36.1724
2690,Mussau-Emira,Papua New Guinea,PNG,Definitely endangered,3651,-1.4774,149.6392
1737,Narim,Sudan,SDN,Definitely endangered,3623,4.9048,34.2224
1834,Garífuna (Guatemala),Guatemala,GTM,Vulnerable,3564,15.8268,-88.7506
1099,Nachiring,Nepal,NPL,Severely endangered,3553,27.4144,86.7521
1269,Eastern Popoloc,Mexico,MEX,Vulnerable,3544,18.3322,-97.3471
1716,Nding,Sudan,SDN,Critically endangered,3513,10.4121,30.6024
2218,Anung (Myanmar),Myanmar,MMR,Severely endangered,3500,27.2,98.6333
578,Camsá,Colombia,COL,Definitely endangered,3500,0.8788,-76.7724
883,Crow,United States of America,USA,Definitely endangered,3500,45.5963,-107.4613
554,Sak (Myanmar),Myanmar,MMR,Vulnerable,3500,21.2333,93.0761
1720,Shwai,Sudan,SDN,Critically endangered,3500,11.3184,30.4156
2576,Wano,Indonesia,IDN,Definitely endangered,3500,-3.5463,137.9058
2365,Northwestern Ojibwe,Canada,CAN,Vulnerable,3465,52.0016,-95.4274
1393,Bakpinka,Nigeria,NGA,Critically endangered,3416,5.3644,8.2397
1736,Morokodo,Sudan,SDN,Severely endangered,3400,6.0313,29.7949
1271,Eloxochitlán Mazatec,Mexico,MEX,Vulnerable,3384,18.1754,-96.8765
1311,Menik,Senegal,SEN,Definitely endangered,3375,12.7528,-12.2717
1899,Teribe (Panama),Panama,PAN,Definitely endangered,3305,9.4472,-82.5166
1725,Tima,Sudan,SDN,Severely endangered,3305,11.7033,29.1934
1679,Mursi,Ethiopia,ETH,Vulnerable,3278,5.5831,36.5075
2315,Pendau,Indonesia,IDN,Vulnerable,3200,0.1922,120.0091
1285,Ayautla Mazatec,Mexico,MEX,Vulnerable,3192,18.019,-96.7441
1752,Yucatec,Belize,BLZ,Definitely endangered,3155,17.0922,-89.1221
908,Sayultec,Mexico,MEX,Definitely endangered,3150,17.8816,-94.9597
991,Eastern Tlapanec,Mexico,MEX,Vulnerable,3088,17.8135,-98.604
1052,Juhur (Caucasus),"Azerbaijan, Russian Federation","AZE, RUS",Definitely endangered,3016,42.0044,48.2409
5,Awjila,Libyan Arab Jamahiriya,LBY,Severely endangered,3000,26.6278,24.5214
2274,Baleasang,Indonesia,IDN,Definitely endangered,3000,-0.0494,119.685
1743,Benga,"Gabon, Equatorial Guinea","GAB, GNQ",Definitely endangered,3000,0.9997,9.8657
2276,Besoa,Indonesia,IDN,Vulnerable,3000,-1.7163,120.4211
99,Boni,Kenya,KEN,Definitely endangered,3000,-0.8294,40.8142
1664,Bonjo,Congo,COG,Severely endangered,3000,1.7712,17.9598
2484,Brokshat,India,IND,Definitely endangered,3000,34.6478,76.4978
1045,Budukh,Azerbaijan,AZE,Severely endangered,3000,41.1207,48.3233
76,Dahaalik,Eritrea,ERI,Critically endangered,3000,15.6917,40.0671
686,East Greenlandic,Greenland (Kingdom of Denmark),GRL,Definitely endangered,3000,65.6061,-37.6858
676,Eastern Khanty,Russian Federation,RUS,Definitely endangered,3000,61.2491,74.5092
25,Fyem,Nigeria,NGA,Severely endangered,3000,9.6332,8.8632
1209,Geta?,India,IND,Severely endangered,3000,18.2293,82.727
1382,Gura,Nigeria,NGA,Severely endangered,3000,10.075,6.8499
1950,Harsusi,Oman,OMN,Definitely endangered,3000,19.9372,56.2637
77,Hozo,Ethiopia,ETH,Definitely endangered,3000,9.3352,34.53
874,Jemez,United States of America,USA,Vulnerable,3000,35.6151,-106.7242
1322,Kamara,Ghana,GHA,Definitely endangered,3000,9.0858,-2.2576
2338,Kapingamarangi,Micronesia (Federated States of),FSM,Severely endangered,3000,1.0828,154.8081
2680,Koitabu,Papua New Guinea,PNG,Vulnerable,3000,-9.346,147.1179
1408,Kuk,Cameroon,CMR,Definitely endangered,3000,6.4326,10.2365
533,Lai,China,CHN,Definitely endangered,3000,24.4871,105.216
1153,Limirong Tibetan,Nepal,NPL,Definitely endangered,3000,29.9164,81.7617
2175,Lishanid Noshan (Israel),Israel,ISR,Severely endangered,3000,31.7188,34.7772
385,Lude,Russian Federation,RUS,Severely endangered,3000,61.5867,33.6813
1907,"Mbya Guarani (Argentina, Uruguay)","Argentina, Uruguay","ARG, URY",Severely endangered,3000,-29.6116,-57.4804
1242,"Mohawk (Akwesasne, St. Regis)",United States of America,USA,Definitely endangered,3000,45.0033,-74.6497
489,Nanay,"China, Russian Federation","CHN, RUS",Severely endangered,3000,49.3537,136.5243
2620,Palu'e,Indonesia,IDN,Definitely endangered,3000,-8.3242,121.7106
1967,Panare,Venezuela (Bolivarian Republic of),VEN,Vulnerable,3000,6.5445,-66.4233
646,Pilagá,Argentina,ARG,Vulnerable,3000,-25.4035,-58.6669
2083,Pitjantjatjara,Australia,AUS,Vulnerable,3000,-26.0719,129.9517
1312,Pukur,Guinea,GIN,Definitely endangered,3000,10.4013,-14.4799
2626,Rotuman,Fiji,FJI,Vulnerable,3000,-12.5063,177.0776
1837,Savi,"Pakistan, Afghanistan","PAK, AFG",Definitely endangered,3000,35.2085,71.845
1096,Sherdukpen,India,IND,Vulnerable,3000,27.1935,92.351
1428,Shira Yugur,China,CHN,Severely endangered,3000,39.1002,99.2065
1201,Takahanyilang,India,IND,Critically endangered,3000,6.85,93.8726
2209,U,China,CHN,Definitely endangered,3000,23.4844,99.8404
2349,Ulithian,Micronesia (Federated States of),FSM,Severely endangered,3000,10.0229,139.6801
2587,Waima'a,Timor-Leste,TLS,Definitely endangered,3000,-8.4995,126.3372
242,Warlpiri,Australia,AUS,Vulnerable,3000,-20.8177,131.6601
326,Yukpa,Venezuela (Bolivarian Republic of),VEN,Vulnerable,3000,9.7956,-72.9382
2394,Western Montagnais,Canada,CAN,Vulnerable,2980,48.9635,-68.5729
1699,Waiwai (Brazil),Brazil,BRA,Vulnerable,2916,-0.7909,-58.2714
1340,Jersey French,United Kingdom of Great Britain and Northern Ireland,GBR,Severely endangered,2874,49.2211,-2.1368
963,Bahing,Nepal,NPL,Definitely endangered,2765,27.3126,86.5571
2384,Stoney,Canada,CAN,Vulnerable,2765,51.161,-114.8533
1483,Southwestern Tepehuan,Mexico,MEX,Vulnerable,2756,22.8349,-105.7276
487,Northern Mansi,Russian Federation,RUS,Severely endangered,2746,62.6539,63.1494
517,Bisu,"Myanmar, Thailand","MMR, THA",Definitely endangered,2740,19.715,99.6789
663,Wari,Brazil,BRA,Definitely endangered,2721,-11.7275,-65.0061
2407,Pakan,China,CHN,Definitely endangered,2700,23.7447,105.2235
2026,Yami,China,CHN,Vulnerable,2700,22.0512,121.5403
69,Ko,Sudan,SDN,Critically endangered,2683,10.6714,30.8386
667,Yuracaré,Bolivia (Plurinational State of),BOL,Definitely endangered,2675,-16.6888,-65.4345
511,Aimol,India,IND,Critically endangered,2643,24.4971,93.6145
1089,Kohi,Nepal,NPL,Vulnerable,2641,27.3607,86.8661
957,Chatino of the western lowlands,Mexico,MEX,Definitely endangered,2640,16.3049,-97.5466
127,Bolo,Angola,ANG,Definitely endangered,2627,-10.5526,14.9633
1714,Logol,Sudan,SDN,Severely endangered,2600,10.8521,30.6463
559,Sila,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",Definitely endangered,2600,22.3094,102.041
922,Pisaflores Tepehua,Mexico,MEX,Vulnerable,2578,20.6883,-98.0125
1870,Xerente,Brazil,BRA,Severely endangered,2569,-9.3356,-48.2227
1903,Bribri (Panama),Panama,PAN,Severely endangered,2521,9.4813,-82.6174
566,Achuar,"Ecuador, Peru","ECU, PER",Definitely endangered,2500,-2.8991,-77.4316
1691,Bai,Sudan,SDN,Definitely endangered,2500,8.0592,25.5102
1477,Banka,Mali,MLI,Definitely endangered,2500,11.4261,-5.6744
744,Culina (Peru),Peru,PER,Definitely endangered,2500,-9.6224,-70.7958
1636,Gadang,Chad,TCD,Definitely endangered,2500,10.3473,17.2485
1054,Khinalug,Azerbaijan,AZE,Severely endangered,2500,41.1579,48.0706
538,Laomian (China),China,CHN,Definitely endangered,2500,23.7645,100.0195
2223,Laomian (Myanmar),Myanmar,MMR,Definitely endangered,2500,22.6833,99.25
1256,Lhokpu,Bhutan,BTN,Definitely endangered,2500,26.9514,89.2968
2070,Martuwangka,Australia,AUS,Vulnerable,2500,-24.1975,122.9589
745,Mayoruna (Peru),Peru,PER,Vulnerable,2500,-5.5285,-73.4765
2345,Pingelapese,Micronesia (Federated States of),FSM,Severely endangered,2500,6.2279,160.7107
711,Rapanui,Chile,CHL,Severely endangered,2500,-27.108,-109.3579
1207,Remo,India,IND,Severely endangered,2500,19.1659,82.6391
1436,Roshorvi,Tajikistan,TJK,Severely endangered,2500,38.1086,72.1719
1440,Sanglechi,"Tajikistan, Afghanistan","TJK, AFG",Severely endangered,2500,36.6585,71.4784
2293,Semelai,Malaysia,MYS,Severely endangered,2500,3.1761,102.4818
2287,Urak Lawoi (Malaysia),Malaysia,MYS,Definitely endangered,2500,6.4194,99.7869
1009,Urak Lawoi (Thailand),Thailand,THA,Definitely endangered,2500,7.7756,98.3306
1641,Zirenkel,Chad,TCD,Definitely endangered,2500,12.136,18.4735
50,Vumbu,Gabon,GAB,Definitely endangered,2460,-1.8783,10.816
1823,Mopán (Guatemala),Guatemala,GTM,Severely endangered,2455,16.5144,-89.4167
299,Cuiba,"Colombia, Venezuela (Bolivarian Republic of)","COL, VEN",Severely endangered,2445,6.4463,-69.9389
1172,Raji,Nepal,NPL,Severely endangered,2413,27.9721,82.3135
818,Highland Chontal,Mexico,MEX,Severely endangered,2410,16.2832,-95.857
1749,Yasa,"Cameroon, Equatorial Guinea","CMR, GNQ",Definitely endangered,2401,2.3284,9.8464
2657,Bumbita Arapesh,Papua New Guinea,PNG,Vulnerable,2353,-3.6449,142.8002
2194,Mang (China),China,CHN,Definitely endangered,2300,22.8293,103.1039
541,Mang (Viet Nam),Viet Nam,VNM,Definitely endangered,2300,22.35,102.9666
923,Tlachichilco Tepehua,Mexico,MEX,Definitely endangered,2234,20.6205,-98.1991
1244,Blackfoot (Canada),Canada,CAN,Definitely endangered,2200,49.3535,-113.2884
1640,Jaya,Chad,TCD,Severely endangered,2200,12.187,18.1645
1758,Karipuna do Amapá,Brazil,BRA,Vulnerable,2200,3.3379,-51.6796
1650,Kulfa,Chad,TCD,Definitely endangered,2200,9.9742,19.1848
2066,Krahô,Brazil,BRA,Vulnerable,2184,-8.4071,-47.2851
2285,Kristang,Malaysia,MYS,Severely endangered,2150,2.1935,102.256
732,Yine,Peru,PER,Definitely endangered,2150,-11.4584,-73.0261
762,North Alaskan Inupiaq (Kotzebue Sound),United States of America,USA,Severely endangered,2144,66.8972,-162.5855
1372,North Alaskan Inupiaq (North Slope),United States of America,USA,Severely endangered,2144,71.2725,-156.7749
1373,Seward Peninsula Inupiaq (King Island),United States of America,USA,Critically endangered,2144,64.9728,-168.0616
1374,Seward Peninsula Inupiaq (Little Diomede Island),United States of America,USA,Critically endangered,2144,65.755,-168.9167
1375,Seward Peninsula Inupiaq (Norton Sound),United States of America,USA,Critically endangered,2144,64.5433,-163.029
1933,Katukína-Kanamarí,Brazil,BRA,Vulnerable,2100,-5.6159,-68.7304
233,Tiwi,Australia,AUS,Vulnerable,2100,-11.6091,130.8911
564,Zaozou,China,CHN,Vulnerable,2100,26.1554,99.2944
1883,Ngäbere (Costa Rica),Costa Rica,CRI,Definitely endangered,2041,8.4723,-82.9907
1225,Aiton,India,IND,Severely endangered,2000,26.6523,94.2901
166,Anindilyakwa,Australia,AUS,Vulnerable,2000,-13.9987,136.582
1936,Apurinã,Brazil,BRA,Definitely endangered,2000,-5.4847,-63.8964
168,Arrernte,Australia,AUS,Vulnerable,2000,-24.1668,132.0996
281,Ashkun,Afghanistan,AFG,Definitely endangered,2000,34.9973,71.0746
2167,Ata,Philippines,PHL,Critically endangered,2000,9.6081,122.9155
961,Athpahariya,Nepal,NPL,Definitely endangered,2000,26.952,87.3399
1905,Ava-Guaraní,Argentina,ARG,Definitely endangered,2000,-23.1403,-64.3359
81,Bayso,Ethiopia,ETH,Definitely endangered,2000,6.4081,37.749
1214,Birhor,India,IND,Critically endangered,2000,21.7594,85.935
2277,Boano,Indonesia,IDN,Vulnerable,2000,0.4724,120.9979
984,Bori,"China, India","CHN, IND",Definitely endangered,2000,28.9889,94.4439
525,Chepya,Lao People's Democratic Republic,LAO,Definitely endangered,2000,21.3833,101.8166
1846,Chilisso,Pakistan,PAK,Severely endangered,2000,35.2136,73.2396
1798,Culina (Brazil),Brazil,BRA,Vulnerable,2000,-7.1008,-68.7744
1910,Damana,Colombia,COL,Definitely endangered,2000,10.9196,-73.4985
1388,Duguza,Nigeria,NGA,Definitely endangered,2000,9.9039,9.1186
1711,Galibi Marworno,Brazil,BRA,Vulnerable,2000,3.4256,-52.0312
80,Gats'ama - Ganjule - Harro,Ethiopia,ETH,Definitely endangered,2000,5.9548,37.5292
2333,Gebe,Indonesia,IDN,Vulnerable,2000,-0.1922,129.5397
